file_name,genre,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,rms_energy,energy_entropy,mean,std_dev,chroma,class
cl184,classical,0.5633043581248616,0.4002938154677109,0.6284334744195343,0.0802883736410443,0.0479266403277155,0.3938010527287391,0.2739893450795136,0.3718575570734652,0.3583938796586503,0
cl004,classical,0.5745079667110184,0.5092613162056224,0.6972814313668196,0.2599462181680653,0.1506766722830788,0.5733775645003374,0.5476337169480814,0.1861639240855374,0.5236709366289701,0
cl250,classical,0.4109456409181987,0.5922497267215073,0.6212306533526418,0.142067566085303,0.25044388219051,0.2772216437406257,0.5471349489574513,0.2341607457767199,0.3327831803560237,0
cl097,classical,0.5870109743969796,0.3017279005003337,0.6563704673040651,0.0613197475665068,0.2127216050971902,0.4722302252524889,0.4581489264350489,0.3949437544046109,0.442113852010868,0
cl039,classical,0.5715548519658951,0.3078532350243302,0.6391350611534522,0.1198924018031518,0.1348213161672921,0.5978681047613348,0.4420714354442441,0.4513419942629822,0.617865402244788,0
cl085,classical,0.3684459998864307,0.3876320395195741,0.5045144665292022,0.0444525895972683,0.3418895853607071,0.3489361911624591,0.515170716868953,0.4547204722378309,0.3351344938148265,0
cl058,classical,0.6798313768847128,0.1975011672848693,0.6672188856516201,0.0939873358723147,0.1364683187146458,0.5156755901674289,0.2991587014658803,0.5287563754877317,0.4628602718770642,0
cl106,classical,0.5293108471586991,0.4849590817280789,0.6681707453764314,0.1635624646780414,0.2748100661978627,0.6297033189795671,0.6109404983097069,0.3452602510370929,0.59638205495366,0
cl235,classical,0.3439248767583882,0.3659111036994318,0.4755074230140053,0.0535375527145898,0.4174479523233151,0.4874085007481606,0.5407720397107652,0.5397823572601076,0.4066315632183618,0
cl136,classical,0.5248117857748729,0.3335005536211414,0.6013314390758064,0.1332468656093085,0.1311018515910581,0.60805233214329,0.4821685653805656,0.4281363180870576,0.6284630207309728,0
cl122,classical,0.3616656230734839,0.2638478247433615,0.4590568596762729,0.0193266144202307,0.3371229628780436,0.4211958847303035,0.4405522677016318,0.6206665807664286,0.413752222693987,0
cl188,classical,0.6055938507312211,0.356568152189987,0.6599555517862206,0.1487312338363076,0.2050198865106724,0.5195740100896845,0.5779819820882648,0.2800800778286656,0.4776062736399076,0
cl247,classical,0.6357123252927195,0.3673466289583117,0.6960320127446398,0.2160597976454841,0.3633702785718845,0.6438303338454126,0.7325509789613733,0.2354766332291095,0.5844100410375376,0
cl014,classical,0.5723471119409935,0.4514746366281214,0.6706079230086109,0.2152673459617205,0.1635683338212672,0.5493397207685498,0.5495673314982321,0.2110903052940215,0.5117783191164382,0
cl183,classical,0.6315757735889738,0.3821019200639654,0.6835159972965361,0.1596062844477717,0.169970138643373,0.5092728940818948,0.5436027862743869,0.2663706031086229,0.461194973968968,0
cl045,classical,0.703020603952877,0.2143767944722545,0.7003419572399858,0.0970518735546369,0.1812751289150699,0.4756677236955706,0.3363894153396038,0.5013894617689297,0.4601417669397157,0
cl071,classical,0.8007834945450358,0.5976005992990708,0.9172523919256524,0.4287695641318404,0.3962934523392526,0.8249719445187915,0.8307222377798376,0.1347785540143494,0.795304677731664,0
cl208,classical,0.3496996393300414,0.3317602155700256,0.4456310877620395,0.1721951108037794,0.2829455221207154,0.4215666560410531,0.3482888106142952,0.5260026756145234,0.3457703693882774,0
cl226,classical,0.4015931468459294,0.5011071362274298,0.5299298331040582,0.1796388152151296,0.379991432080257,0.6009678496139534,0.667384921814601,0.2927449624466014,0.5592991833023824,0
cl003,classical,0.698779238619063,0.253157287484285,0.7359581019409764,0.04316491519218,0.3292755936124486,0.4060303446410278,0.4990459858491158,0.4830599265985006,0.3782755857725247,0
cl163,classical,0.5837573127205329,0.509678816457125,0.7074166702027038,0.2024612973403189,0.0529525717124966,0.5874304958562906,0.3888193438692715,0.2844592745191175,0.5182070859961677,0
cl214,classical,0.3460799846572511,0.5159964181594169,0.5206672694718528,0.0643123630967956,0.4350628687926505,0.4116654376901226,0.5042471533786188,0.5564757851548631,0.3327546733092439,0
cl062,classical,0.6091741835032469,0.3467861820787593,0.687002112353251,0.1360296044297257,0.2309829175492772,0.695143143462083,0.5577016914173918,0.4825766106866506,0.704072152821549,0
cl148,classical,0.5883652938398627,0.2274978626515525,0.5983490634724467,0.0598412808551046,0.1908085840723786,0.4648882339850273,0.4077061545161857,0.4859953385142869,0.4342844118784585,0
cl239,classical,0.4760921349254925,0.3915934612666761,0.5916723678967082,0.1764452462730509,0.5007405063514947,0.5933465932891069,0.6541429417233238,0.4711434287461337,0.5684393846513016,0
cl130,classical,0.6458205757248021,0.5483560170834023,0.7874773962671991,0.2599241815014983,0.3098388937808668,0.5357695261712453,0.6898170789947311,0.1888560578855783,0.5230859792346204,0
cl133,classical,0.5839998607129191,0.3628604304243986,0.6485752836113453,0.1166554172285844,0.1561092633312595,0.544747928720284,0.4684603861980769,0.4532134059266589,0.5239020553715833,0
cl171,classical,0.5556230913347147,0.6783622248475755,0.7682828851305107,0.7312959579440812,0.275468127835598,0.8543783516486849,0.8236293768145282,0.0043574039524784,0.7996089715864455,0
cl091,classical,0.5226853480628177,0.545658656282151,0.6820443995471851,0.4436970816090655,0.3000065332613603,0.7713445632299512,0.7781732260606553,0.0997376103519445,0.7539344903561515,0
cl124,classical,0.49345645735736,0.3916499059380444,0.6065142924483177,0.078676319799685,0.2624312978234669,0.4916685531478725,0.5174746387971672,0.4397231292999358,0.4727634082646836,0
cl073,classical,0.5759994981877015,0.3996312701321515,0.6666607097925946,0.1135387438378012,0.3673512528839266,0.5176466301480852,0.602026904784646,0.3600356003117824,0.4834484843888567,0
cl210,classical,0.2596344836543571,0.4642079320653335,0.4324798161252318,0.0395780080096485,0.5407460123922763,0.3837710357885849,0.5100247299283256,0.6108367852267856,0.2953418990178624,0
cl001,classical,0.704976462518897,0.261467899953914,0.7426675008849845,0.0456251035753119,0.3277920709699131,0.4152718866287045,0.5080677474449231,0.4707226954783182,0.3878841718608338,0
cl211,classical,0.2703908764814612,0.3932887468080258,0.4196090852535818,0.0762993083785066,0.3071482385874842,0.3557293512704849,0.4198316414773202,0.5635187787324226,0.3296102289588722,0
cl182,classical,0.5745576774261685,0.4013378133990927,0.6577404995887381,0.1838063686089864,0.1619779100096908,0.6158351984168944,0.5661171723631109,0.2989529701278109,0.5790842221557309,0
cl245,classical,0.4493168694621254,0.5156694642568371,0.6466784290401286,0.1479939551078054,0.3701538167612082,0.5233339619474899,0.6880019930553124,0.2990893812311029,0.4946014723867143,0
cl157,classical,0.3621435339302457,0.2790852336735075,0.4538567771137507,0.0549087865086923,0.219921236860621,0.4928763531479845,0.3913493826920551,0.6596380956882909,0.4551558484300588,0
cl249,classical,0.4928372237777572,0.347314386590156,0.587746930476552,0.1227005064377847,0.2165775151801267,0.6088596448843948,0.5358559760918062,0.4463542210690919,0.5599492610595181,0
cl176,classical,0.6382979343096531,0.6972265020542957,0.8295327836884492,0.5865536338499732,0.2611524094393411,0.7736012949314053,0.7907805663595485,0.0293193651413274,0.7405133682287207,0
cl079,classical,0.629584003524007,0.6174820378619373,0.7936437021340412,0.4013785713907081,0.1278819329877793,0.7514712563499044,0.5823239810427829,0.1778186396909421,0.7510103113545953,0
cl005,classical,0.5300931938014144,0.4846218220423485,0.6495303061163545,0.2359730296446578,0.1135396129416044,0.5675774123299191,0.4755520371733148,0.2588903569866502,0.5314314059207109,0
cl222,classical,0.2812686389546756,0.4645055212582044,0.4000858503261592,0.1566112376420636,0.5898522624854717,0.6093609246305971,0.706784164769188,0.3966831071590224,0.5852591727390128,0
cl095,classical,0.4296343651113833,0.5339081327231502,0.6255697414880583,0.1512014281371228,0.32356498657578,0.4625195073555667,0.6170595189326518,0.2615802035022391,0.4067346254246108,0
cl049,classical,0.6929527027331055,0.2051932923032324,0.6765151924695266,0.0951934738721155,0.1514251350192922,0.4250407982576312,0.2275412797565863,0.5747779364475473,0.3734855462517602,0
cl053,classical,0.7128675397400779,0.1524468955590335,0.6789709998833431,0.0470771920568981,0.1622500591690428,0.4804599509940381,0.3217332089362708,0.5490103428461494,0.4317837854439866,0
cl019,classical,0.7552564674945383,0.2616529364080399,0.7475026148239582,0.1273100937844832,0.2137775972489678,0.5323525164028052,0.5335536926918136,0.3041832272414562,0.479788053484804,0
cl114,classical,0.4866839293249915,0.4745885575081904,0.6457402418456071,0.1502336438071588,0.1146080620593557,0.5207801886838896,0.4105193562237741,0.3304151395866165,0.4791236996868637,0
cl145,classical,0.5364616577487311,0.561825558562577,0.6926663226122459,0.299238474054587,0.1864309403981842,0.6670277586754869,0.6410879050980587,0.1907091395057991,0.5942356950018005,0
cl011,classical,0.5338330386564245,0.462205097258766,0.6435670765882148,0.1986836717504224,0.2090895061999339,0.5649591071112239,0.5866536028071971,0.2316161418238348,0.5453013901891445,0
cl009,classical,0.4824287380236392,0.4636723804443049,0.592438768787941,0.2468404982239631,0.0483785345419982,0.6634356370691006,0.3873507184202613,0.2807232812772807,0.6678858345467217,0
cl078,classical,0.6528963333512927,0.6439537932928904,0.8150328536367046,0.3947672019258519,0.1020077760647268,0.7258101494644391,0.534234312106906,0.1766462158022383,0.7170832778654354,0
cl152,classical,0.5561032756482946,0.6693024461011691,0.7568149000805522,0.6800342523520045,0.3131972670789084,0.8397856984864822,0.8301540214007415,0.0668707940968746,0.7703070150392909,0
cl162,classical,0.3852911946177931,0.3223182331710215,0.4698099366434647,0.1331085009123038,0.082809792503174,0.5016131072566786,0.2963172414485024,0.471831075402365,0.474305873676584,0
cl010,classical,0.5540105682488428,0.5251906659453538,0.675019782458859,0.2330023288476704,0.1778708966723172,0.597554436418616,0.5725364217724909,0.2379810190970461,0.5617566213358087,0
cl094,classical,0.5318508796073962,0.5635244328996987,0.6933402366565686,0.2859652473629747,0.1727542365368512,0.6406394070206107,0.6275526536632563,0.1478074345385543,0.5799086522534798,0
cl069,classical,0.5307004460431843,0.6100774492399413,0.7183295233410528,0.5363244074226899,0.2055817111313791,0.81317713042934,0.6910556298733138,0.1443725686483954,0.7830936639778471,0
cl244,classical,0.6187482660336501,0.548581900666939,0.7643335957515099,0.2695605083716367,0.5309560982888369,0.7368530734146945,0.841263444407649,0.2331228904566107,0.7082639271559839,0
cl032,classical,0.6141404766210119,0.3256753070443976,0.6711574336733457,0.1079514031929298,0.0730617684252621,0.5285690688994034,0.3354592858885639,0.3931990011174655,0.5436069097118329,0
cl118,classical,0.6194102482329653,0.6084379945443633,0.7722575053490954,0.2712393299133425,0.319897754706996,0.6846269700708218,0.7087724053294314,0.2292982967100971,0.5775203877174528,0
cl093,classical,0.5986490986695399,0.5411047383819021,0.7517953787537939,0.283067573507307,0.2420258664230945,0.6667050399397967,0.6823035952308947,0.1878593736856056,0.6438315614529965,0
cl086,classical,0.5150686052316737,0.5450142549230121,0.6868711860504355,0.1654139215543121,0.3785968948313817,0.5481251403437362,0.6777266061212843,0.2616898660845782,0.4900959178809707,0
cl112,classical,0.3999917344866862,0.3609211919870921,0.5199022514442799,0.0334319174120159,0.3887532477443124,0.3505093676136668,0.5157601584905496,0.4528109073987806,0.2898783185940342,0
cl126,classical,0.6270738006285013,0.44008340446384,0.7416274763769113,0.1715427456625302,0.2355263099652686,0.5837904985554894,0.6003564126587446,0.2708289652553868,0.5480888884845763,0
cl075,classical,0.5783096184652821,0.3960268319390824,0.668330749146904,0.0960415455997814,0.3710638305817019,0.5160932938091566,0.610763285180518,0.341331014026899,0.4854971863139514,0
cl201,classical,0.429922342463583,0.4939841759603135,0.5907818511767633,0.1489273283922062,0.2062198539877907,0.3725543560853234,0.3887207044703362,0.4457242965774345,0.3210571691935109,0
cl202,classical,0.465975501195299,0.4480472136282946,0.5969238281277787,0.0906271950044297,0.4017659860460715,0.5118334772503041,0.5597971925558285,0.5408535052761297,0.3943274849903417,0
cl125,classical,0.5870756797148473,0.6591294107706563,0.776960073154192,0.3971566653199228,0.2894635012875248,0.756381079796784,0.7466946789451417,0.1678965903450674,0.6983299193930601,0
cl225,classical,0.2479094918322626,0.4397670007018154,0.4175348075383852,0.1000169802011914,0.7027031319421312,0.5367134792101417,0.7190169375166421,0.5190234083232249,0.505344733510002,0
cl092,classical,0.5772732596246077,0.4587818093525306,0.6897762545080817,0.1332330723704932,0.12911364563625,0.4468120344519862,0.4521210583974737,0.2491254631433337,0.4118801473683717,0
cl199,classical,0.6413026370435748,0.303909478332654,0.710727607990897,0.083380859905847,0.3605744779307198,0.5269357235489955,0.5951899567194114,0.4585865547828768,0.5053576134711062,0
cl020,classical,0.7741584717626391,0.2852795316993345,0.7871185483694487,0.1462576254040524,0.1677752459672752,0.5340688777356469,0.4849225531990411,0.3266374987070489,0.4881936241850722,0
cl236,classical,0.3967836550761176,0.5760323113807563,0.5523306142131092,0.7719099704309316,0.3505802201283748,0.7386757105347075,0.4258457962940878,0.7241439011974443,0.6919197068628936,0
cl067,classical,0.6005131203896996,0.3828780146690371,0.6849248880993086,0.1962232505856015,0.1212311743097128,0.6755641070140868,0.3861436776997846,0.5597581654148868,0.6771929124546341,0
cl043,classical,0.7339132375229631,0.1513114338075228,0.7101714426140683,0.0268537411380448,0.3093277687025673,0.4969643891210266,0.4532853461354316,0.539614368924242,0.4641397564048083,0
cl161,classical,0.5946613644507475,0.3488273878698242,0.6658949239224303,0.1093008718991025,0.2578629605649426,0.5909890101402429,0.5429541811799306,0.5064879458838666,0.5612251653183539,0
cl194,classical,0.6066368193270086,0.3562483874902903,0.672765853659696,0.1788488095865751,0.1273492879598249,0.6448728094032343,0.4967595331525558,0.3456503601075228,0.6602842030969911,0
cl169,classical,0.5707195859438425,0.5589146548075975,0.7197369605291064,0.2808598793578872,0.2822401734692169,0.6162993627078821,0.7055207838860177,0.1237335433060461,0.5944252691146278,0
cl090,classical,0.6085135328795812,0.5479729755228389,0.7458375755874761,0.4178719300015873,0.2187030506843838,0.7690051398272446,0.6826101512570776,0.1870963737138155,0.7701480871276226,0
cl121,classical,0.4683315326401001,0.3458127263813459,0.5333825691066103,0.0959695310740619,0.4154596227261647,0.5381053530008492,0.6775055812682647,0.4125557811495739,0.5320620961839466,0
cl025,classical,0.2076742403853973,0.1809165506941006,0.2945046090757056,0.0124792915233986,0.2556741510920797,0.4689975840757184,0.3547434522332597,0.8033512910577089,0.4291578721151363,0
cl230,classical,0.3545333098962381,0.456189670277618,0.524413003511112,0.2087198806129403,0.3897539470406712,0.7019578240485094,0.7257641194434641,0.3588676874563034,0.729436151330716,0
cl196,classical,0.6397388485290338,0.288654327766035,0.6809010453646707,0.0896653854044857,0.3167183536992466,0.5624414764592938,0.5692987908392761,0.4888710904272825,0.5715240002312989,0
cl050,classical,0.7265493069100124,0.145286826492232,0.6844161281972441,0.0339102283588809,0.270594567091191,0.4593753359810989,0.4371603630343295,0.5280211406077621,0.411343219619189,0
cl127,classical,0.5305083589335347,0.3111789392377719,0.588847148375153,0.0539856611610325,0.2024409298092067,0.5061308157950523,0.4410803275352375,0.5389862551994423,0.4792658746421306,0
cl117,classical,0.2852463241061027,0.322210035376625,0.4375115256372311,0.0206278370891187,0.1671622334169098,0.3088863744977731,0.3236065760641227,0.5049879955687676,0.2329775551816263,0
cl070,classical,0.7573348943371787,0.6250600530740974,0.8938116018858288,0.3264577847575954,0.1914195503419811,0.7242223213998544,0.6446409905261055,0.2197575249752401,0.6879107288995162,0
cl040,classical,0.6205221629647832,0.3351418380584733,0.667271771312617,0.1011545251966074,0.1352271783375847,0.4486463751746363,0.4377665680600384,0.3521527285905728,0.4333693942221035,0
cl154,classical,0.4315279279124122,0.318292937734431,0.5301126474442882,0.0574245413589885,0.3797306951090874,0.5195780783445055,0.5679193013255164,0.5810860763592124,0.5001698263402949,0
cl099,classical,0.6075492896741057,0.7142197402162097,0.793698703430141,0.182192515328221,0.2570132409326084,0.5976526641364674,0.6561260650338909,0.2419766508920282,0.5362173697894477,0
cl174,classical,0.6186035584994887,0.6157898619203243,0.7874088934198101,0.4599903033915403,0.1533166712088742,0.6845644722431374,0.6497276879532405,0.0492127039844749,0.6574729714466574,0
cl066,classical,0.6117335789256875,0.3368529493820287,0.6910362842005547,0.1667008421901214,0.1758987085829373,0.7312791221083439,0.5329612260950392,0.4751691764530673,0.7429463748673949,0
cl068,classical,0.5271400674873508,0.6134306917405833,0.7153339408674549,0.5125855155168236,0.1637590397698314,0.7798234548392318,0.6336947901381875,0.1432855367125673,0.7649948867455111,0
cl061,classical,0.6814773127752349,0.1631475438562466,0.6548465832263509,0.0927315636434738,0.1455433389777711,0.4583169411652819,0.2567504400771703,0.5549400007166824,0.3993354705662264,0
cl054,classical,0.692683706594166,0.1877626988304388,0.6722136591464153,0.0841029708750839,0.1752710815077273,0.5007004326117319,0.3345495246037238,0.5361861742804014,0.455685930885228,0
cl141,classical,0.5852790980876221,0.5035856409527071,0.7286612022415776,0.2503732596466232,0.1745757169753591,0.6464961315171265,0.5960606454081998,0.2306571342816414,0.5864771396902937,0
cl137,classical,0.5567298533553553,0.4368636368464536,0.6523029090150673,0.2736863458088299,0.1536782879670209,0.7162873377720742,0.5619974082516836,0.3471816335124785,0.6671770764073519,0
cl172,classical,0.5723049977292223,0.5157086445376993,0.7274721428078992,0.192036398481235,0.1757909048247986,0.5172540140777534,0.5476637398267248,0.2321441233181788,0.4851735435150837,0
cl072,classical,0.6962579436699883,0.5418122090450682,0.8266044788514303,0.4000177961453511,0.1915493748012604,0.7894156921845197,0.661529931108459,0.1889791264962336,0.7776521506202466,0
cl164,classical,0.2637152325137032,0.2002048379099786,0.3351464703139094,0.0299319043085683,0.2405381028482225,0.2842203096773256,0.2678065478965621,0.6123699011664389,0.205091178415563,0
cl002,classical,0.7128241071060928,0.2831181612467808,0.7553528272357276,0.0549772705121273,0.3292372644863758,0.4327573048094818,0.536925783771699,0.4278171148346408,0.405902336749195,0
cl015,classical,0.5929090361984564,0.4829907355309559,0.6994514825038567,0.2325199349838777,0.1403809435399361,0.5673907442898725,0.5112855899988473,0.2550115037700801,0.5582015719317005,0
cl120,classical,0.6393645255679803,0.5916815558510208,0.7718704428056348,0.2991794657438768,0.0566788427996671,0.6881751957972921,0.4182216740631093,0.2539780324118372,0.6253158968082735,0
cl218,classical,0.067587886915366,0.1384764552419003,0.1241421667139469,0.0080256268944727,0.5189915379428303,0.2603984666924459,0.1924428456778413,0.9377738546613712,0.1412976092450379,0
cl100,classical,0.4660628579466712,0.3646214196939777,0.5257502411711312,0.0341686640680859,0.4102554547230275,0.3315377392985071,0.5193034127492673,0.4385659539742458,0.2787416782391165,0
cl084,classical,0.5317948946467637,0.5127242605580893,0.6856511573005808,0.1914883380114347,0.2885118447261879,0.6294785626407617,0.6688833936853694,0.2571681270977893,0.5955353551329527,0
cl212,classical,0.178111710367714,0.4932790072443284,0.3126060750822107,0.0674611677505678,0.5839312161824285,0.4584040548826441,0.6072194511348914,0.4831992603430367,0.3582150463525481,0
cl113,classical,0.6441365201177547,0.376493796042504,0.7296308225617967,0.1293646951763792,0.1241184084629127,0.5965616938019753,0.4793197950065071,0.2984223201349396,0.548194247467106,0
cl029,classical,0.5104912534689581,0.2114853540696197,0.5464478769892769,0.0586202817766767,0.134457857138247,0.5263164054527701,0.3593558335524549,0.5409646291790909,0.5230149142744015,0
cl027,classical,0.6026362854844332,0.2575828715810746,0.6324648777932417,0.0946618596133966,0.2656899968473676,0.5623563673892347,0.58106980112578,0.3750036533015553,0.589588055610448,0
cl080,classical,0.6379082573734824,0.6201392971392953,0.8069740162615531,0.5808376609996695,0.2271612873057075,0.8318164294937977,0.7334018288546181,0.1331835543231329,0.7859188339077675,0
cl132,classical,0.5461584879346992,0.2463902603404933,0.5777129125780827,0.0678561724123188,0.1531152269228925,0.4859939272747564,0.392723427250494,0.5256538011999093,0.4786179810742031,0
cl129,classical,0.5688708001298146,0.3437293359497939,0.6104105099167408,0.0734637687590883,0.159139044740748,0.4599964228837682,0.468254536637201,0.4260256628232663,0.4223483807907359,0
cl144,classical,0.7711188904727173,0.2388688607692858,0.7678130934383445,0.0103070939951016,0.360674566406707,0.1585607917696491,0.3225572625910622,0.4723607723600481,0.1237458925984177,0
cl170,classical,0.5949213277423697,0.3481521403820505,0.6543054186414011,0.1178901393418262,0.1069475658297176,0.6009067078712091,0.4255996641470891,0.4591620609652799,0.570413261207953,0
cl238,classical,0.4912281029059543,0.2138488334430928,0.5396137397095153,0.0361798424375983,0.1521148861893259,0.4869016787417677,0.2948267353457032,0.5955039103669134,0.4457385702954951,0
cl081,classical,0.5685904238535113,0.6075601247436472,0.7456225705209034,0.5926311203583786,0.2624990847375621,0.837590314888524,0.760871477198985,0.1097953719086397,0.793631949076777,0
cl108,classical,0.4937690045074647,0.5133843117231213,0.632801915252404,0.2937619337987742,0.505546236906987,0.7122351790897361,0.8256002993918767,0.1819332102774298,0.6246188477244531,0
cl023,classical,0.4279094858998674,0.2253882432029048,0.4963816971847837,0.0700837379891023,0.0968734968955015,0.572407197285212,0.3412998827544831,0.5560072730562721,0.5268483915090253,0
cl187,classical,0.6150142341001927,0.3874673177533833,0.6708954987988657,0.1559393114490361,0.1328442936623334,0.5202979825671742,0.507702632940916,0.2754610974848258,0.4852346782955001,0
cl143,classical,0.5789605172924694,0.5935750050302985,0.7530477454944048,0.3477840976781696,0.2620256211166877,0.6528182879492481,0.6795131564615222,0.2050122916125025,0.5109178386380459,0
cl204,classical,0.3893518521256553,0.3853362711238177,0.5196472454350891,0.1871643774921951,0.3217112602144338,0.6223864742437164,0.6306864775316061,0.3607078077979626,0.5979155809519967,0
